name,genre,score,star
World Trade Center,Drama,5.9,Nicolas Cage
Employee of the Month,Comedy,5.5,Jessica Simpson
Little Man,Comedy,4.5,Shawn Wayans
The Benchwarmers,Comedy,5.5,David Spade
Poseidon,Action,5.7,Richard Dreyfuss
Flushed Away,Animation,6.6,Hugh Jackman
The Guardian,Action,6.9,Kevin Costner
Rescue Dawn,Action,7.3,Christian Bale
When a Stranger Calls,Horror,5.1,Camilla Belle
A Scanner Darkly,Animation,7.1,Keanu Reeves
DOA: Dead or Alive,Action,4.8,Jaime Pressly
Shortbus,Comedy,6.4,Sook-Yin Lee
Catch and Release,Comedy,6.0,Jennifer Garner
The Break-Up,Comedy,5.8,Jennifer Aniston
Tell No One,Crime,7.5,François Cluzet
United 93,Action,7.6,David Alan Basche
The Pink Panther,Adventure,5.7,Steve Martin
Letters from Iwo Jima,Action,7.9,Ken Watanabe
Southland Tales,Comedy,5.4,Dwayne Johnson
Inland Empire,Drama,6.9,Karolina Gruszka
Flags of Our Fathers,Action,7.1,Ryan Phillippe
Failure to Launch,Comedy,5.6,Matthew McConaughey
Clerks II,Comedy,7.3,Brian O'Halloran
16 Blocks,Action,6.6,Bruce Willis
My Super Ex-Girlfriend,Comedy,5.1,Uma Thurman
Tristan + Isolde,Action,6.8,James Franco
The Lake House,Drama,6.8,Keanu Reeves
The Wicker Man,Horror,3.7,Nicolas Cage
Open Season,Animation,6.1,Ashton Kutcher
Charlotte's Web,Adventure,6.3,Dakota Fanning
Candy,Drama,7.2,Heath Ledger
The Omen,Action,5.5,Liev Schreiber
The Wind that Shakes the Barley,Drama,7.5,Cillian Murphy
Penelope,Comedy,6.7,Christina Ricci
Ice Age: the Meltdown,Animation,6.8,Ray Romano
Beerfest,Comedy,6.3,Jay Chandrasekhar
Stay Alive,Fantasy,5.1,Jon Foster
Bug,Drama,6.1,Ashley Judd
Turistas,Horror,5.4,Josh Duhamel
Notes on a Scandal,Crime,7.4,Cate Blanchett
"Paris, je t'aime",Comedy,7.2,Juliette Binoche
Volver,Comedy,7.6,Penélope Cruz
Seraphim Falls,Action,6.7,Pierce Brosnan
Invincible,Biography,7.1,Mark Wahlberg
Firewall,Action,5.8,Harrison Ford
The Exterminating Angels,Drama,5.4,Frédéric van den Driessche
Hatchet,Comedy,5.7,Kane Hodder
We Are Marshall,Drama,7.1,Matthew McConaughey
Just My Luck,Comedy,5.4,Lindsay Lohan
Madea's Family Reunion,Comedy,5.3,Tyler Perry
The Marine,Action,4.7,John Cena
The Painted Veil,Drama,7.5,Naomi Watts
Let's Go to Prison,Comedy,6.0,Dax Shepard
Ultraviolet,Action,4.4,Milla Jovovich
Factory Girl,Biography,6.4,Sienna Miller
Akeelah and the Bee,Drama,7.4,Angela Bassett
Sixty Six,Biography,6.7,Charlie Clark
The Ultimate Gift,Drama,7.3,Drew Fuller
Barnyard,Animation,5.6,Kevin James
Arthur and the Invisibles,Animation,6.0,Freddie Highmore
Zoom,Action,4.4,Tim Allen
Eight Below,Adventure,7.3,Paul Walker
Curse of the Golden Flower,Action,7.0,Chow Yun-Fat
Reprise,Drama,7.3,Anders Danielsen Lie
Date Movie,Comedy,2.8,Alyson Hannigan
Flyboys,Action,6.5,James Franco
Find Me Guilty,Biography,7.0,Vin Diesel
"You, Me and Dupree",Comedy,5.6,Kate Hudson
Curious George,Animation,6.5,Will Ferrell
Tales from Earthsea,Animation,6.4,Timothy Dalton
Flicka,Adventure,6.1,Alison Lohman
After the Wedding,Drama,7.7,Mads Mikkelsen
Glory Road,Biography,7.2,Josh Lucas
Black Christmas,Horror,4.6,Michelle Trachtenberg
Wristcutters: A Love Story,Comedy,7.3,Patrick Fugit
See No Evil,Action,5.1,Glenn Jacobs
Last Holiday,Comedy,6.5,Queen Latifah
Friends with Money,Comedy,5.8,Jennifer Aniston
All the King's Men,Drama,6.2,Sean Penn
Hollywoodland,Biography,6.5,Adrien Brody
"OSS 117: Cairo, Nest of Spies",Action,7.1,Jean Dujardin
ATL,Comedy,6.2,T.I.
Stormbreaker,Action,5.1,Alex Pettyfer
Fearless,Action,7.6,Jet Li
Behind the Mask: The Rise of Leslie Vernon,Comedy,6.7,Nathan Baesel
Bobby,Biography,7.0,Anthony Hopkins
Half Nelson,Drama,7.2,Ryan Gosling
The Wild,Animation,5.2,Kiefer Sutherland
Infamous,Biography,7.1,Toby Jones
Black Sheep,Comedy,5.8,Oliver Driver
Take the Lead,Drama,6.6,Antonio Banderas
Gridiron Gang,Biography,6.9,Dwayne Johnson
The Ant Bully,Animation,5.8,Paul Giamatti
Fur: an Imaginary Portrait of Diane Arbus,Biography,6.4,Nicole Kidman
Rang De Basanti,Comedy,8.1,Aamir Khan
Peaceful Warrior,Drama,7.3,Scott Mechlowicz
The Santa Clause 3: The Escape Clause,Adventure,4.8,Tim Allen
Miss Potter,Biography,7.0,Renée Zellweger
Big Momma's House 2,Comedy,4.8,Martin Lawrence
Pulse,Horror,4.8,Kristen Bell
The Last Kiss,Comedy,6.4,Zach Braff
The Foot Fist Way,Comedy,6.3,Danny McBride
The Astronaut Farmer,Adventure,6.3,Billy Bob Thornton
Starter for 10,Comedy,6.7,James McAvoy
Mini's First Time,Comedy,5.8,Alec Baldwin
Lonely Hearts,Biography,6.4,John Travolta
A Guide to Recognizing Your Saints,Crime,7.0,Robert Downey Jr.
Everyone's Hero,Animation,5.7,Jake T. Austin
Severance,Comedy,6.5,Danny Dyer
Loving Annabelle,Drama,6.3,Erin Kelly
Kabhi Alvida Naa Kehna,Drama,6.1,Shah Rukh Khan
Old Joy,Drama,6.8,Daniel London
The Grudge 2,Horror,5.1,Amber Tamblyn
For Your Consideration,Comedy,6.3,Catherine O'Hara
The Sentinel,Action,6.1,Michael Douglas
The Breed,Action,5.1,Michelle Rodriguez
Skinwalkers,Action,4.6,Jason Behr
Hoot,Adventure,5.5,Logan Lerman
Garfield: A Tail of Two Kitties,Animation,5.0,Breckin Meyer
There Will Be Blood,Drama,8.2,Daniel Day-Lewis
No Country for Old Men,Crime,8.1,Tommy Lee Jones
Stardust,Adventure,7.6,Charlie Cox
Gone Baby Gone,Crime,7.6,Morgan Freeman
Disturbia,Crime,6.8,Shia LaBeouf
Zodiac,Crime,7.7,Jake Gyllenhaal
Superbad,Comedy,7.6,Michael Cera
Transformers,Action,7.0,Shia LaBeouf
Harry Potter and the Order of the Phoenix,Action,7.5,Daniel Radcliffe
Into the Wild,Adventure,8.1,Emile Hirsch
Ratatouille,Animation,8.0,Brad Garrett
Atonement,Drama,7.8,Keira Knightley
Shooter,Action,7.2,Mark Wahlberg
American Gangster,Biography,7.8,Denzel Washington
Spider-Man 3,Action,6.2,Tobey Maguire
Live Free or Die Hard,Action,7.1,Bruce Willis
Hot Fuzz,Action,7.8,Simon Pegg
Pirates of the Caribbean: at World's End,Action,7.1,Johnny Depp
I Am Legend,Action,7.2,Will Smith
Sunshine,Sci-Fi,7.2,Cillian Murphy
Juno,Comedy,7.4,Elliot Page
28 Weeks Later,Horror,7.0,Jeremy Renner
Hitman,Action,6.3,Timothy Olyphant
Enchanted,Comedy,7.0,Amy Adams
The Mist,Horror,7.1,Thomas Jane
Hairspray,Comedy,6.6,John Travolta
Knocked Up,Comedy,6.9,Seth Rogen
Sweeney Todd: the Demon Barber of Fleet Street,Drama,7.3,Johnny Depp
Grindhouse,Action,7.5,Kurt Russell
Ghost Rider,Action,5.3,Nicolas Cage
Hot Rod,Comedy,6.7,Andy Samberg
The Darjeeling Limited,Adventure,7.2,Owen Wilson
Bridge to Terabithia,Drama,7.1,Josh Hutcherson
The Nanny Diaries,Comedy,6.2,Scarlett Johansson
Funny Games,Crime,6.6,Naomi Watts
Halloween,Horror,6.1,Scout Taylor-Compton
Eastern Promises,Action,7.6,Naomi Watts
The Bourne Ultimatum,Action,8.0,Matt Damon
Norbit,Comedy,4.1,Eddie Murphy
Fracture,Crime,7.2,Anthony Hopkins
Beowulf,Animation,6.2,Ray Winstone
Next,Action,6.2,Nicolas Cage
3:10 to Yuma,Action,7.7,Russell Crowe
Across the Universe,Drama,7.3,Evan Rachel Wood
Ocean's Thirteen,Crime,6.9,George Clooney
Blades of Glory,Comedy,6.3,Will Ferrell
Surf's Up,Animation,6.7,Shia LaBeouf
Resident Evil: Extinction,Action,6.2,Milla Jovovich
30 Days of Night,Action,6.6,Josh Hartnett
Awake,Crime,6.5,Hayden Christensen
Dead Silence,Horror,6.2,Ryan Kwanten
Bee Movie,Animation,6.1,Jerry Seinfeld
The Heartbreak Kid,Comedy,5.8,Ben Stiller
Aliens vs. Predator: Requiem,Action,4.6,Reiko Aylesworth
Shrek the Third,Animation,6.1,Mike Myers
1408,Fantasy,6.8,John Cusack
The Kingdom,Action,7.0,Jamie Foxx
The Assassination of Jesse James by the Coward Robert Ford,Biography,7.5,Brad Pitt
Good Luck Chuck,Comedy,5.6,Dane Cook
Hostel: Part II,Horror,5.5,Lauren German
Fantastic 4: Rise of the Silver Surfer,Action,5.6,Ioan Gruffudd
The Golden Compass,Adventure,6.1,Nicole Kidman
Rush Hour 3,Action,6.2,Jackie Chan
The Babysitters,Drama,5.6,Lauren Birkell
Timecrimes,Horror,7.2,Karra Elejalde
Epic Movie,Adventure,2.4,Kal Penn
Meet the Robinsons,Animation,6.8,Daniel Hansen
Michael Clayton,Crime,7.2,George Clooney
The Bucket List,Adventure,7.4,Jack Nicholson
"Lust, Caution",Drama,7.5,Tony Chiu-Wai Leung
Charlie Wilson's War,Biography,7.0,Tom Hanks
Paranormal Activity,Horror,6.3,Katie Featherston
Freedom Writers,Biography,7.6,Hilary Swank
Before the Devil Knows You're Dead,Crime,7.3,Philip Seymour Hoffman
In the Valley of Elah,Crime,7.1,Tommy Lee Jones
Alvin and the Chipmunks,Animation,5.2,Jason Lee
P.S. I Love You,Comedy,7.0,Hilary Swank
Walk Hard: the Dewey Cox Story,Comedy,6.8,John C. Reilly
National Treasure: Book of Secrets,Action,6.5,Nicolas Cage
Lars and the Real Girl,Comedy,7.3,Ryan Gosling
The Orphanage,Drama,7.4,Belén Rueda
The Game Plan,Comedy,6.1,Dwayne Johnson
Hannibal Rising,Action,6.2,Gaspard Ulliel
Saw IV,Crime,5.9,Tobin Bell
Premonition,Drama,5.9,Sandra Bullock
The Simpsons Movie,Animation,7.3,Dan Castellaneta
Teeth,Action,5.4,Jess Weixler
Death at a Funeral,Comedy,7.4,Matthew Macfadyen
Wild Hogs,Action,5.8,Tim Allen
Mr. Brooks,Crime,7.3,Kevin Costner
Vacancy,Horror,6.2,Kate Beckinsale
Like Stars on Earth,Drama,8.4,Darsheel Safary
Mr. Bean's Holiday,Comedy,6.4,Rowan Atkinson
Perfect Stranger,Crime,5.7,Halle Berry
The Condemned,Action,6.0,Steve Austin
The Brothers Solomon,Comedy,5.3,Will Arnett
August Rush,Drama,7.5,Freddie Highmore
Music and Lyrics,Comedy,6.5,Hugh Grant
Reservation Road,Crime,6.7,Joaquin Phoenix
I'm Not There,Biography,6.9,Christian Bale
Reno 911! Miami,Comedy,5.9,Thomas Lennon
The Number 23,Crime,6.4,Jim Carrey
Shoot 'Em Up,Action,6.6,Clive Owen
Evan Almighty,Comedy,5.4,Steve Carell
Dan in Real Life,Comedy,6.7,Steve Carell
Control,Biography,7.7,Sam Riley
The Lookout,Crime,7.0,Joseph Gordon-Levitt
The Brave One,Action,6.7,Jodie Foster
I Now Pronounce You Chuck & Larry,Comedy,5.9,Adam Sandler
Rogue,Action,6.2,Michael Vartan
La Vie En Rose,Biography,7.6,Marion Cotillard
Once,Drama,7.8,Glen Hansard
War,Action,6.2,Jet Li
The Visitor,Drama,7.6,Richard Jenkins
Elizabeth: The Golden Age,Biography,6.8,Cate Blanchett
Waitress,Comedy,7.0,Keri Russell
The Seeker: the Dark Is Rising,Adventure,4.8,Alexander Ludwig
No Reservations,Comedy,6.3,Catherine Zeta-Jones
TMNT,Animation,6.2,Patrick Stewart
The Hills Have Eyes 2,Horror,5.1,Daniella Alonso
Shelter,Drama,7.7,Trevor Wright
The Hitcher,Crime,5.6,Sean Bean
Sydney White,Comedy,6.2,Amanda Bynes
The Kite Runner,Drama,7.6,Khalid Abdalla
Reign Over Me,Drama,7.4,Adam Sandler
Bratz,Comedy,3.1,Skyler Shaye
Daddy's Little Girls,Drama,5.8,Gabrielle Union
Becoming Jane,Biography,7.0,Anne Hathaway
Breach,Biography,7.0,Chris Cooper
In the Name of the King: A Dungeon Siege Tale,Action,3.8,Jason Statham
Balls of Fury,Comedy,5.3,Dan Fogler
Pathfinder,Action,5.4,Karl Urban
The Comebacks,Comedy,4.3,David Koechner
We Own the Night,Action,6.8,Joaquin Phoenix
Savage Grace,Drama,5.8,Julianne Moore
Death Sentence,Action,6.7,Kevin Bacon
The Water Horse,Adventure,6.4,Emily Watson
Elite Squad,Action,8.0,Wagner Moura
The Diving Bell and the Butterfly,Biography,8.0,Mathieu Amalric
My Blueberry Nights,Drama,6.6,Norah Jones
Margot at the Wedding,Comedy,6.0,Nicole Kidman
The Messengers,Drama,5.4,Dylan McDermott
Water Lilies,Drama,6.7,Pauline Acquart
Om Shanti Om,Action,6.7,Shah Rukh Khan
Feast of Love,Drama,6.6,Morgan Freeman
Tyler Perry's Why Did I Get Married?,Comedy,5.9,Tyler Perry
Love in the Time of Cholera,Drama,6.4,Javier Bardem
P2,Crime,5.9,Rachel Nichols
The Reaping,Horror,5.6,Hilary Swank
The Invasion,Sci-Fi,5.9,Nicole Kidman
Redacted,Crime,6.1,Patrick Carroll
Who's Your Caddy?,Comedy,2.2,Big Boi
Persepolis,Animation,8.0,Chiara Mastroianni
The Great Debaters,Biography,7.5,Denzel Washington
Georgia Rule,Comedy,5.8,Jane Fonda
The Nines,Drama,6.3,Ryan Reynolds
I Know Who Killed Me,Crime,3.6,Lindsay Lohan
Mr. Magorium's Wonder Emporium,Comedy,6.2,Natalie Portman
Rise: Blood Hunter,Action,4.9,Lucy Liu
Hotel for Dogs,Comedy,5.4,Emma Roberts
Because I Said So,Comedy,5.7,Diane Keaton
"4 Months, 3 Weeks and 2 Days",Drama,7.9,Anamaria Marinca
Fred Claus,Comedy,5.6,Vince Vaughn
Sex and Death 101,Comedy,5.9,Robert Wisdom
Lions for Lambs,Crime,6.2,Tom Cruise
Captivity,Crime,4.6,Elisha Cuthbert
Charlie Bartlett,Comedy,7.0,Anton Yelchin
The Invisible,Crime,6.2,Justin Chatwin
Underdog,Action,4.8,Peter Dinklage
The Last Legion,Action,5.4,Colin Firth
Diary of the Dead,Fantasy,5.6,Michelle Morgan
Evangelion: 1.0 You Are (Not) Alone,Animation,7.7,Megumi Ogata
Mongol: The Rise of Genghis Khan,Action,7.2,Tadanobu Asano
Eagle vs Shark,Comedy,6.8,Loren Taylor
Towelhead,Drama,6.9,Summer Bishil
The Life Before Her Eyes,Drama,6.3,Uma Thurman
The Counterfeiters,Crime,7.6,Karl Markovics
Shotgun Stories,Drama,7.2,Michael Shannon
Nancy Drew,Comedy,5.9,Emma Roberts
In the Land of Women,Comedy,6.4,Adam Brody
Joshua,Drama,5.9,Sam Rockwell
Jab We Met,Comedy,7.9,Shahid Kapoor
Rendition,Drama,6.8,Reese Witherspoon
License to Wed,Comedy,5.3,Mandy Moore
88 Minutes,Crime,5.9,Al Pacino
The Last Mimzy,Action,6.2,Joely Richardson
Primeval,Action,4.8,Dominic Purcell
Smiley Face,Comedy,5.8,Anna Faris
Boarding Gate,Drama,5.1,Asia Argento
Meet Bill,Comedy,6.2,Aaron Eckhart
Stomp the Yard,Drama,5.4,Columbus Short
Hounddog,Drama,6.3,Dakota Fanning
The Savages,Comedy,7.1,Laura Linney
Cassandra's Dream,Crime,6.7,Colin Farrell
Chapter 27,Biography,5.7,Chuck Cooper
The Jane Austen Book Club,Comedy,6.8,Kathy Baker
Postal,Action,4.5,Zack Ward
The Hunting Party,Adventure,6.8,Richard Gere
Son of Rambow,Action,7.0,Bill Milner
Things We Lost in the Fire,Drama,7.2,Halle Berry
The Dark Knight,Action,9.0,Christian Bale
Twilight,Drama,5.2,Kristen Stewart
Iron Man,Action,7.9,Robert Downey Jr.
The Incredible Hulk,Action,6.7,Edward Norton
Kung Fu Panda,Animation,7.6,Jack Black
Tropic Thunder,Action,7.0,Ben Stiller
Step Brothers,Comedy,6.9,Will Ferrell
Quantum of Solace,Action,6.6,Daniel Craig
Mamma Mia!,Comedy,6.4,Meryl Streep
The Strangers,Horror,6.2,Scott Speedman
Indiana Jones and the Kingdom of the Crystal Skull,Action,6.1,Harrison Ford
Taken,Action,7.8,Liam Neeson
The Curious Case of Benjamin Button,Drama,7.8,Brad Pitt
Wanted,Action,6.7,Angelina Jolie
Burn After Reading,Comedy,7.0,Brad Pitt
Revolutionary Road,Drama,7.3,Leonardo DiCaprio
Zack and Miri Make a Porno,Comedy,6.5,Seth Rogen
WALL·E,Animation,8.4,Ben Burtt
Forgetting Sarah Marshall,Comedy,7.1,Kristen Bell
Seven Pounds,Drama,7.6,Will Smith
Vicky Cristina Barcelona,Comedy,7.1,Rebecca Hall
In Bruges,Comedy,7.9,Colin Farrell
Sex and the City,Comedy,5.6,Sarah Jessica Parker
Slumdog Millionaire,Drama,8.0,Dev Patel
The House Bunny,Comedy,5.5,Anna Faris
RocknRolla,Action,7.3,Gerard Butler
Gran Torino,Drama,8.1,Clint Eastwood
The Duchess,Biography,6.9,Keira Knightley
The Reader,Drama,7.6,Kate Winslet
The Hurt Locker,Drama,7.5,Jeremy Renner
Rambo,Action,7.0,Sylvester Stallone
Eden Lake,Horror,6.8,Kelly Reilly
The Happening,Drama,5.0,Mark Wahlberg
The Wrestler,Drama,7.9,Mickey Rourke
Cloverfield,Action,7.0,Mike Vogel
Changeling,Biography,7.7,Angelina Jolie
Eagle Eye,Action,6.6,Shia LaBeouf
The Ruins,Adventure,5.9,Shawn Ashmore
The Other Boleyn Girl,Biography,6.7,Natalie Portman
21,Crime,6.8,Jim Sturgess
Never Back Down,Action,6.6,Sean Faris
The Mummy: Tomb of the Dragon Emperor,Action,5.2,Brendan Fraser
Hancock,Action,6.4,Will Smith
Journey to the Center of the Earth,Action,5.8,Brendan Fraser
Felon,Thriller,7.4,Stephen Dorff
Bolt,Animation,6.8,John Travolta
Sex Drive,Comedy,6.5,Josh Zuckerman
Death Race,Action,6.3,Jason Statham
The Chronicles of Narnia: Prince Caspian,Action,6.5,Ben Barnes
Pineapple Express,Action,6.9,Seth Rogen
The Boy in the Striped Pajamas,Drama,7.8,Asa Butterfield
Valkyrie,Drama,7.1,Tom Cruise
27 Dresses,Comedy,6.1,Katherine Heigl
Let the Right One In,Crime,7.9,Kåre Hedebrant
Role Models,Comedy,6.8,Paul Rudd
Defiance,Action,7.2,Daniel Craig
Wild Child,Comedy,6.1,Emma Roberts
"Definitely, Maybe",Comedy,7.1,Ryan Reynolds
The Forbidden Kingdom,Action,6.6,Jackie Chan
Bronson,Action,7.1,Tom Hardy
Australia,Adventure,6.6,Nicole Kidman
Yes Man,Comedy,6.8,Jim Carrey
Body of Lies,Action,7.1,Leonardo DiCaprio
Disaster Movie,Comedy,1.9,Carmen Electra
Superhero Movie,Action,4.6,Drake Bell
Ponyo,Animation,7.7,Cate Blanchett
Jumper,Action,6.1,Hayden Christensen
Speed Racer,Action,6.0,Emile Hirsch
The Bank Job,Crime,7.2,Jason Statham
Street Kings,Action,6.8,Keanu Reeves
Get Smart,Action,6.5,Steve Carell
Punisher: War Zone,Action,5.9,Ray Stevenson
You Don't Mess with the Zohan,Comedy,5.5,Adam Sandler
Hellboy II: the Golden Army,Action,7.0,Ron Perlman
"Synecdoche, New York",Drama,7.6,Philip Seymour Hoffman
Marley & Me,Comedy,7.1,Owen Wilson
Fool's Gold,Action,5.7,Matthew McConaughey
The Secret Life of Bees,Drama,7.3,Dakota Fanning
Nick and Norah's Infinite Playlist,Comedy,6.6,Michael Cera
The Spiderwick Chronicles,Action,6.5,Freddie Highmore
Doomsday,Action,5.9,Rhona Mitra
Max Payne,Action,5.3,Mark Wahlberg
The Day the Earth Stood Still,Drama,5.5,Keanu Reeves
Milk,Biography,7.5,Sean Penn
Madagascar: Escape 2 Africa,Animation,6.6,Ben Stiller
The Spirit,Action,4.8,Gabriel Macht
Ghost Town,Comedy,6.7,Ricky Gervais
Bottle Shock,Comedy,6.8,Chris Pine
The Rocker,Comedy,6.2,Rainn Wilson
Step Up 2: the Streets,Drama,6.2,Robert Hoffman
Semi-Pro,Comedy,5.8,Will Ferrell
Repo! The Genetic Opera,Horror,6.6,Paul Sorvino
Outlander,Action,6.2,Jim Caviezel
Saw V,Crime,5.8,Scott Patterson
Miss Pettigrew Lives for a Day,Comedy,7.1,Frances McDormand
Hunger,Biography,7.5,Stuart Graham
Horton Hears a Who!,Animation,6.8,Jim Carrey
The Women,Comedy,5.0,Meg Ryan
Choke,Comedy,6.4,Sam Rockwell
Doubt,Drama,7.5,Meryl Streep
Bedtime Stories,Adventure,6.0,Adam Sandler
"10,000 BC",Action,5.1,Camilla Belle
The Midnight Meat Train,Horror,6.0,Vinnie Jones
Drillbit Taylor,Action,5.7,Owen Wilson
Made of Honor,Comedy,5.9,Patrick Dempsey
What Happens in Vegas,Comedy,6.1,Cameron Diaz
The Brothers Bloom,Action,6.8,Rachel Weisz
Inkheart,Adventure,6.1,Brendan Fraser
Appaloosa,Action,6.7,Ed Harris
Vantage Point,Action,6.6,Dennis Quaid
W.,Biography,6.3,Josh Brolin
The Hottie & the Nottie,Comedy,1.9,Paris Hilton
Untraceable,Crime,6.2,Diane Lane
Red Cliff,Action,7.4,Tony Chiu-Wai Leung
Sunshine Cleaning,Comedy,6.8,Amy Adams
How to Lose Friends & Alienate People,Biography,6.4,Simon Pegg
Transporter 3,Action,6.1,Jason Statham
Prom Night,Horror,3.9,Brittany Snow
High School Musical 3: Senior Year,Comedy,4.9,Zac Efron
Rachel Getting Married,Drama,6.7,Anne Hathaway
Righteous Kill,Crime,6.0,Robert De Niro
Leatherheads,Comedy,6.0,George Clooney
Meet the Spartans,Comedy,2.8,Sean Maguire
Star Wars: The Clone Wars,Animation,5.9,Matt Lanter
Mirrors,Horror,6.1,Kiefer Sutherland
Harold & Kumar Escape from Guantanamo Bay,Adventure,6.6,John Cho
Baby Mama,Comedy,6.0,Tina Fey
Nim's Island,Adventure,6.0,Jodie Foster
City of Ember,Adventure,6.5,Saoirse Ronan
Quarantine,Horror,5.9,Jennifer Carpenter
Bangkok Dangerous,Action,5.4,Nicolas Cage
Nights in Rodanthe,Drama,6.0,Diane Lane
Four Christmases,Comedy,5.7,Reese Witherspoon
The Sisterhood of the Traveling Pants 2,Comedy,6.2,America Ferrera
Pride and Glory,Crime,6.6,Edward Norton
Blindness,Drama,6.6,Julianne Moore
Che: Part One,Biography,7.2,Julia Ormond
The Edge of Love,Biography,6.2,Keira Knightley
I Can't Think Straight,Drama,6.5,Lisa Ray
Strange Wilderness,Adventure,5.3,Steve Zahn
Frost/Nixon,Biography,7.7,Frank Langella
Gomorrah,Crime,7.0,Gianfelice Imparato
Stop-Loss,Drama,6.4,Ryan Phillippe
Two Lovers,Drama,7.0,Joaquin Phoenix
Babylon A.D.,Action,5.6,Vin Diesel
Chocolate,Action,7.0,JeeJa Yanin
Killshot,Action,6.0,Thomas Jane
The Good the Bad the Weird,Action,7.3,Kang-ho Song
Passengers,Romance,5.9,Anne Hathaway
Shutter,Horror,5.2,Joshua Jackson
Deception,Crime,6.1,Hugh Jackman
Ghajini,Action,7.3,Aamir Khan
Donkey Punch,Crime,5.1,Sian Breckin
The Eye,Drama,5.4,Jessica Alba
The Love Guru,Comedy,3.8,Mike Myers
The Informers,Crime,5.0,Billy Bob Thornton
The X Files: I Want to Believe,Crime,5.9,David Duchovny
Asterix at the Olympic Games,Adventure,5.2,Gérard Depardieu
Wendy and Lucy,Drama,7.1,Michelle Williams
Tokyo!,Comedy,7.1,Ayako Fujitani
One Missed Call,Horror,4.0,Edward Burns
Transsiberian,Crime,6.7,Woody Harrelson
Lakeview Terrace,Crime,6.1,Samuel L. Jackson
Fireproof,Drama,6.5,Kirk Cameron
Traitor,Action,7.0,Don Cheadle
My Best Friend's Girl,Comedy,5.9,Kate Hudson
"New York, I Love You",Comedy,6.2,Shia LaBeouf
Nothing But the Truth,Crime,7.2,Kate Beckinsale
Cadillac Records,Biography,7.0,Adrien Brody
Pontypool,Fantasy,6.6,Stephen McHattie
Happy-Go-Lucky,Comedy,7.0,Sally Hawkins
Beverly Hills Chihuahua,Adventure,3.8,Drew Barrymore
Waltz with Bashir,Animation,8.0,Ari Folman
Redbelt,Drama,6.7,Chiwetel Ejiofor
Departures,Drama,8.1,Masahiro Motoki
Mad Money,Comedy,5.8,Diane Keaton
The Burning Plain,Crime,6.8,Charlize Theron
Brideshead Revisited,Drama,6.7,Matthew Goode
The Tale of Despereaux,Animation,6.1,Matthew Broderick
Meet the Browns,Comedy,4.4,Tamela J. Mann
Pathology,Crime,6.0,Alyssa Milano
Chaos Theory,Comedy,6.6,Ryan Reynolds
Be Kind Rewind,Comedy,6.4,Jack Black
The Express,Biography,7.3,Rob Brown
Easy Virtue,Comedy,6.7,Jessica Biel
The Baader Meinhof Complex,Action,7.4,Martina Gedeck
What Just Happened,Comedy,5.6,Robert De Niro
Meet Dave,Adventure,5.0,Eddie Murphy
JCVD,Action,7.1,Jean-Claude Van Damme
Hell Ride,Action,5.1,Larry Bishop
Igor,Animation,6.0,John Cusack
The Wackness,Comedy,7.0,Josh Peck
CJ7,Comedy,6.4,Stephen Chow
Shorts,Adventure,4.7,Jimmy Bennett
Frozen River,Crime,7.1,Melissa Leo
"Surfer, Dude",Comedy,4.7,Matthew McConaughey
Last Chance Harvey,Drama,6.6,Dustin Hoffman
"Welcome Home, Roscoe Jenkins",Comedy,5.5,Martin Lawrence
The Family That Preys,Drama,5.8,Kathy Bates
Surveillance,Crime,6.3,Julia Ormond
Inglourious Basterds,Adventure,8.3,Brad Pitt
Star Trek,Action,7.9,Chris Pine
Avatar,Action,7.8,Sam Worthington
Jennifer's Body,Comedy,5.3,Megan Fox
Watchmen,Action,7.6,Jackie Earle Haley
Fast & Furious,Action,6.6,Vin Diesel
G.I. Joe: The Rise of Cobra,Action,5.8,Dennis Quaid
The Hangover,Comedy,7.7,Zach Galifianakis
Harry Potter and the Half-Blood Prince,Action,7.6,Daniel Radcliffe
He's Just Not That Into You,Comedy,6.4,Ginnifer Goodwin
2012,Action,5.8,John Cusack
The Lovely Bones,Drama,6.7,Rachel Weisz
State of Play,Crime,7.1,Russell Crowe
Zombieland,Adventure,7.6,Jesse Eisenberg
500 Days of Summer,Comedy,7.7,Zooey Deschanel
Sherlock Holmes,Action,7.6,Robert Downey Jr.
District 9,Action,7.9,Sharlto Copley
The Blind Side,Biography,7.6,Quinton Aaron
Up,Animation,8.2,Edward Asner
X-Men Origins: Wolverine,Action,6.6,Hugh Jackman
